name,score,type,episodes,ranking,duration,PG_13,R,PG,R_plus,G,manga,book,music,game,other,original
Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,5.81,OVA,1,8798,25,1,0,0,0,0,0,1,0,0,0,0
Fate/stay night: Unlimited Blade Works,8.22,TV,12,292,28,0,1,0,0,0,0,1,0,0,0,0
Shinken Densetsu: Tight Road,6.51,TV,13,11973,25,1,0,0,0,0,0,0,0,0,0,0
Tokyo Ghoul,7.81,TV,12,807,24,0,1,0,0,0,1,0,0,0,0,0
Ningen Kakumei,6.51,OVA,20,11145,30,1,0,0,0,0,0,0,0,0,0,0
Himalaya no Hikari no Oukoku,6.51,OVA,1,14410,31,0,0,0,0,1,0,0,0,0,0,0
Daisougen to Hakuba,6.51,OVA,1,13742,30,0,0,0,0,1,0,0,0,0,0,0
Teekyuu 3 Specials,6.53,Special,2,5722,2,1,0,0,0,0,1,0,0,0,0,0
Funny Pets 2nd Season,5.56,TV,12,9509,6,1,0,0,0,0,0,0,0,0,0,1
Sanzoku no Musume Ronja,7.15,TV,26,2972,25,0,0,0,0,1,0,1,0,0,0,0
Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?,6.33,Special,1,6735,23,1,0,0,0,0,0,0,0,0,0,0
Wonder Momo,3.6,ONA,5,11031,7,1,0,0,0,0,0,0,0,1,0,0
Nandaka Velonica,6,TV,10,8235,10,0,0,0,0,1,0,0,0,0,0,0
Break Blade,7.29,TV,12,2383,24,0,1,0,0,0,1,0,0,0,0,0
New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,6.15,Special,1,7542,16,1,0,0,0,0,0,0,0,0,0,0
Hello Kitty: Ringo no Mori no Mystery,6.51,TV,13,14359,9,0,0,1,0,0,0,0,0,0,0,0
Hello Kitty: Ringo no Mori to Parallel Town,6.51,TV,27,14375,9,0,0,1,0,0,0,0,0,0,0,0
Hello Kitty no Alps no Shoujo Heidi,6.01,OVA,1,8186,30,0,0,0,0,1,0,0,0,0,0,0
Hello Kitty no Yappari Mama ga Suki,6.51,OVA,1,14369,30,0,0,0,0,1,0,0,0,0,0,0
Hello Kitty no Momotarou,5.88,OVA,1,8603,15,0,0,0,0,1,0,0,0,0,0,0
Hello Kitty no Nagagutsu wo Naita Neko,6.51,OVA,1,14339,15,0,0,0,0,1,0,0,0,0,0,0
Bad Badtz-Maru no Ookami ga Kita!,6.51,OVA,1,13374,10,0,0,0,0,1,0,0,0,0,0,0
Hello Kitty no Circus ga Yatte Kita,6.51,OVA,1,14345,27,0,0,0,0,1,0,0,0,0,0,0
Hello Kitty no Fushigi na Mizuumi,6.51,OVA,1,14327,21,0,0,0,0,1,0,0,0,0,0,0
Hello Kitty no Shoukoujo,6.51,OVA,1,14366,29,0,0,0,0,1,0,0,0,0,0,0
Hello Kitty no Yume Dorobou,6.51,OVA,1,14356,31,0,0,0,0,1,0,0,0,0,0,0
KutsuDaru.,6.51,TV,48,15217,9,0,0,1,0,0,1,0,0,0,0,0
Hello Kitty no Tomatta Big Ben,6.51,OVA,1,14359,30,0,0,0,0,1,0,0,0,0,0,0
Hello Kitty no Mahou no Ringo,6.51,OVA,1,14351,25,0,0,0,0,1,0,0,0,0,0,0
Hello Kitty no Kieta Santa-san no Boushi,6.51,OVA,1,14341,30,0,0,0,0,1,0,0,0,0,0,0
Hello Kitty no Sanbiki no Kobuta,6.51,OVA,1,14351,10,0,0,0,0,1,0,0,0,0,0,0
Hello Kitty no Yuki no Joou,6.51,OVA,1,14361,15,0,0,0,0,1,0,0,0,0,0,0
Hello Kitty no Match Uri Shoujo,6.51,OVA,1,14354,10,0,0,0,0,1,0,0,0,0,0,0
Hello Kitty no Hansel to Gretel,5.86,OVA,1,8667,15,0,0,0,0,1,0,0,0,0,0,0
Hello Kitty no Ou-sama no Mimi wa Roba no Mimi,6.51,OVA,1,14354,10,0,0,0,0,1,0,0,0,0,0,0
Pochacco no Jack to Mame no Ki,6.51,OVA,1,11581,15,0,0,0,0,1,0,0,0,0,0,0
Hello Kitty no Yume no Oshiro no Ouji-sama,6.51,OVA,1,14355,30,0,0,0,0,1,0,0,0,0,0,0
Hello Kitty no Kaguya-hime,5.75,OVA,1,9006,28,0,0,0,0,1,0,0,0,0,0,0
Kitty to Mimmy no Happy Birthday,6.51,OVA,1,15062,10,0,0,0,0,1,0,0,0,0,0,0
Washimo,6.51,TV,10,12792,10,0,0,0,0,1,0,1,0,0,0,0
Initial D Final Stage,8.24,TV,4,269,27,1,0,0,0,0,1,0,0,0,0,0
Manga Nihonshi (NHK Han),6.51,TV,40,15435,20,0,0,0,0,1,0,0,0,0,0,0
Kiseijuu: Sei no Kakuritsu,8.4,TV,24,157,23,0,1,0,0,0,1,0,0,0,0,0
Yami Shibai 2,6.5,TV,13,5896,4,1,0,0,0,0,0,0,0,0,0,1
Oniku Daisuki! Zeushi-kun,6.51,TV,12,11360,1,0,0,0,0,1,0,0,0,0,0,1
Blade & Soul,6.09,TV,13,7859,24,0,1,0,0,0,0,0,0,1,0,0
Virtual Star 2000,6.51,OVA,6,12770,5,0,0,0,1,0,0,0,0,0,0,0
Hangyodon no Hadaka no Ou-sama,6.51,OVA,1,14267,10,0,0,0,0,1,0,0,0,0,0,0
Bad Badtz-Maru no Ari to Kirigirisu,6.51,OVA,1,13361,10,0,0,0,0,1,0,0,0,0,0,0
Osaru no Monkichi no Kin no Ono Gin no Ono,6.51,OVA,1,11401,10,0,0,0,0,1,0,0,0,0,0,0
Pom Pom Purin no Usagi to Kame,6.51,OVA,1,11561,10,0,0,0,0,1,0,0,0,0,0,0
Ahiru no Pekkle no Ahiru no Drakestail,6.51,OVA,1,13204,10,0,0,0,0,1,0,0,0,0,0,0
Kero Kero Keroppi no Aladdin to Mahou no Lamp,6.51,OVA,1,14952,15,0,0,0,0,1,0,0,0,0,0,0
Ahiru no Pekkle no Minikui Ahiru no Ko,6.51,OVA,1,13226,10,0,0,0,0,1,0,0,0,0,0,0
Pom Pom Purin no Kitakaze to Taiyou,6.51,OVA,1,11587,10,0,0,0,0,1,0,0,0,0,0,0
Nukko.,6.51,TV,24,11244,5,1,0,0,0,0,0,0,0,0,0,1
Patalliro Saiyuuki! Special,6.51,Special,1,11498,9,1,0,0,0,0,0,0,0,0,0,0
Potecco Babies (2011),6.51,ONA,12,11617,1,0,0,0,0,1,0,0,0,0,0,0
Ahiru no Pekkle no Sindbad no Bouken,5.74,OVA,1,9034,26,0,0,0,0,1,0,0,0,0,0,0
Kero Kero Keroppi no Ganbare! Keroppooz,6.51,OVA,1,14962,30,0,0,0,0,1,0,0,0,0,0,0
Ahiru no Pekkle no Suieitaikai wa Oosawagi,6.51,OVA,1,13200,20,0,0,0,0,1,0,0,0,0,0,0
Patty & Jimmy no Kimikoso Superstar,6.51,OVA,1,11484,5,0,0,0,0,1,0,0,0,0,0,0
Ahiru no Pekkle no Aladdin to Mahou no Lamp,6.51,OVA,1,13224,30,0,0,0,0,1,0,0,0,0,0,0
Kero Kero Keroppi no Yowamushi-ouji no Daibouken,6.51,OVA,1,14973,30,0,0,0,0,1,0,0,0,0,0,0
Kero Kero Keroppi no Kero Kero House no Himitsu,6.51,OVA,1,14966,30,0,0,0,0,1,0,0,0,0,0,0
Pochacco no Wakuwaku Birthday,6.51,OVA,1,11573,20,0,0,0,0,1,0,0,0,0,0,0
Kero Kero Keroppi no Tomodachitte Ii na,6.51,OVA,1,14976,30,0,0,0,0,1,0,0,0,0,0,0
Ahiru no Pekkle no Hihou wo Sagase,6.51,OVA,1,13222,20,0,0,0,0,1,0,0,0,0,0,0
Kero Kero Keroppi no Dai Bouken,6.51,OVA,1,14948,10,0,0,0,0,1,0,0,0,0,0,0
Santa-san to Tonakai Kuppi,6.51,OVA,1,11819,10,0,0,0,0,1,0,0,0,0,0,0
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland,6.51,OVA,10,11503,5,0,0,1,0,0,0,0,0,0,0,0
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland Specials,6.51,Special,2,11520,5,0,0,1,0,0,0,0,0,0,0,0
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland ONA,6.51,ONA,4,11487,6,0,0,1,0,0,0,0,0,0,0,0
Kero Kero Keroppi no Tomodachi ni Narou yo,6.51,OVA,1,14970,30,0,0,0,0,1,0,0,0,0,0,0
Kero Kero Keroppi no Tomodachi wa Mahoutsukai,6.51,OVA,1,14966,30,0,0,0,0,1,0,0,0,0,0,0
Kero Kero Keroppi no Bikkuri! Obakeyashiki,6.51,OVA,1,14943,30,0,0,0,0,1,0,0,0,0,0,0
Kero Kero Keroppi: Hasunoue Town Kiki Ippatsu!,6.51,TV,6,14973,24,0,0,0,0,1,0,0,0,0,0,0
Shin Seikimatsu: Yatsuto no Souguu,6.51,ONA,5,11983,5,0,0,1,0,0,0,0,0,0,0,0
One Piece: Cry Heart,6.6,Special,3,5349,5,1,0,0,0,0,1,0,0,0,0,0
Seiken Tsukai no World Break,6.91,TV,12,3968,24,0,1,0,0,0,0,1,0,0,0,0
Gohan Kaijuu Pap,6.51,TV,NA,14170,NA,0,0,0,0,1,0,0,0,0,0,1
Momoya x Peeping Life: Go en Desu yo! II,5.87,ONA,5,8644,5,0,0,1,0,0,0,0,0,0,0,0
Kuroko no Basket 2nd Season NG-shuu,7.74,Special,9,939,2,1,0,0,0,0,1,0,0,0,0,0
Shiroishi no Yousei Pichi,6.51,ONA,3,12019,4,0,0,1,0,0,0,0,0,0,0,1
Terra Formars,7.04,TV,13,3507,24,0,1,0,0,0,1,0,0,0,0,0
Terra Formars: Bugs 2-hen,7.19,OVA,2,2808,26,0,1,0,0,0,1,0,0,0,0,0
Lady Jewelpet,7.39,TV,52,1958,25,0,0,1,0,0,0,0,0,0,0,1
Dragon Ball Z: Summer Vacation Special,6.62,Special,1,5285,43,1,0,0,0,0,1,0,0,0,0,0
Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,6.53,Special,1,5730,5,1,0,0,0,0,1,0,0,0,0,0
Zettai Zetsumei Dangerous Jiisan (2005),6.51,TV,19,13107,2,0,0,1,0,0,0,0,0,0,0,0
Aldnoah.Zero,7.44,TV,12,1755,23,0,1,0,0,0,0,0,0,0,0,1
Dragon Collection,6.24,TV,51,7165,11,1,0,0,0,0,0,0,0,0,0,0
Oreca Battle,5.91,TV,51,8482,11,0,0,0,0,1,0,0,0,0,0,0
Brothers Conflict: Setsubou,6.55,Special,1,5631,14,1,0,0,0,0,0,1,0,0,0,0
Chikasugi Idol Akae-chan,6.51,TV,12,13613,2,1,0,0,0,0,0,0,0,1,0,0
X Maiden,6.51,ONA,8,12882,11,1,0,0,0,0,0,0,0,1,0,0
Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,6.8,OVA,1,4460,6,1,0,0,0,0,1,0,0,0,0,0
Kara no Kyoukai: Mirai Fukuin - Extra Chorus,7.49,Special,1,1617,32,0,1,0,0,0,1,0,0,0,0,0
Dragon Ball Kai (2014),7.69,TV,61,1058,23,1,0,0,0,0,1,0,0,0,0,0
Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,6.32,ONA,10,6762,10,1,0,0,0,0,0,1,0,0,0,0
Barakamon,8.41,TV,12,145,22,1,0,0,0,0,1,0,0,0,0,0
Kindaichi Shounen no Jikenbo Returns,7.53,TV,25,1497,24,0,1,0,0,0,1,0,0,0,0,0
Himitsukessha Taka no Tsume EX,6.51,TV,38,14413,5,1,0,0,0,0,0,0,0,0,0,0
Abarenbou Rikishi!! Matsutarou,6.11,TV,23,7757,22,1,0,0,0,0,1,0,0,0,0,0
Himegoto,5.94,TV,13,8408,4,1,0,0,0,0,1,0,0,0,0,0
Cross Road,7.4,Special,1,1889,2,0,0,0,0,1,0,0,0,0,0,1
Okashina Hotel,5.12,Special,1,10472,1,0,0,0,0,1,0,0,0,0,0,0
Nyamen,6.51,TV,12,11234,5,0,0,0,0,1,0,0,0,0,0,0
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,7.18,Special,1,2840,5,1,0,0,0,0,0,1,0,0,0,0
Rokujouma no Shinryakusha!? (TV),7.18,TV,12,2837,23,1,0,0,0,0,0,1,0,0,0,0
Seireitsukai no Blade Dance,6.82,TV,12,4339,23,1,0,0,0,0,0,1,0,0,0,0
Mon Cheri CoCo,6.51,TV,13,15640,25,0,0,0,0,1,1,0,0,0,0,0
Mugen Senshi Valis,5.59,Special,1,9469,3,1,0,0,0,0,0,0,0,1,0,0
Hana no Zundamaru: Junk,6.51,ONA,3,14261,NA,0,0,0,0,1,1,0,0,0,0,0
Francesca,5.49,TV,24,9703,11,1,0,0,0,0,0,0,0,0,0,1
Date A Live II: Kurumi Star Festival,7.92,OVA,1,650,30,1,0,0,0,0,0,1,0,0,0,0
Sangokushi,6.51,Special,1,11796,NA,1,0,0,0,0,0,0,0,0,0,0
Hipira-kun ONA,5.72,ONA,2,9082,5,0,0,1,0,0,0,0,0,0,0,0
Hipira-kun Special,5.75,Special,1,9003,5,0,0,1,0,0,0,0,0,0,0,0
Shin Skyers 5,6.51,TV,25,11960,25,0,0,0,0,1,0,0,0,0,0,0
Nippon Tanjou,6.51,TV,5,11165,25,0,0,0,0,1,0,0,0,0,0,0
Manga Jinbutsushi,6.51,TV,365,15426,5,0,0,0,0,1,0,0,0,0,0,0
Otoko Doahou! Koushien,6.51,TV,156,11407,10,0,0,0,0,1,0,0,0,0,0,0
Norakuro,6.51,TV,26,11208,24,0,0,0,0,1,1,0,0,0,0,0
Hazedon,6.51,TV,26,14304,25,0,0,1,0,0,0,0,0,0,0,0
Bakumatsu Rock,6.05,TV,12,8016,23,1,0,0,0,0,0,0,0,1,0,0
Tenkai Knights,6.45,TV,52,6144,24,0,0,0,0,1,0,0,0,0,0,1
Glasslip,5.44,TV,13,9818,23,1,0,0,0,0,0,0,0,0,0,1
Puchitto Gargantia: Marumaru no Gargantia,6.06,Special,1,7996,4,1,0,0,0,0,0,0,0,0,0,0
GO-GO Tamagotchi!,6.51,TV,50,14155,24,0,0,0,0,1,0,0,0,0,0,0
Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,6.78,Special,1,4530,26,1,0,0,0,0,0,0,0,0,0,0
Jinsei,6.49,TV,13,5942,24,1,0,0,0,0,0,1,0,0,0,0
M3: Sono Kuroki Hagane,6.61,TV,24,5334,24,0,1,0,0,0,0,0,0,0,0,1
PriPara,7.44,TV,140,1781,23,0,0,1,0,0,0,0,0,1,0,0
Girls & Panzer Heartful Tank Disc Picture Drama,6.58,Special,4,5472,10,1,0,0,0,0,0,0,0,0,0,1
47 Todoufuken R,6.51,TV,12,13185,5,0,0,0,0,1,0,0,0,0,0,0
Shounen Hollywood: Holly Stage for 49,6.1,TV,13,7818,24,1,0,0,0,0,0,1,0,0,0,0
Hayate no Gotoku! OVA,7.15,OVA,3,2977,24,1,0,0,0,0,1,0,0,0,0,0
Piano (TV) Specials,5.66,Special,4,9257,5,0,0,0,0,1,0,0,0,0,0,0
Kyoukai no Rinne,6.26,Special,1,7072,NA,0,0,0,0,1,0,0,0,0,0,0
Durarara!!x2 Shou,8.03,TV,12,506,24,0,1,0,0,0,0,1,0,0,0,0
Sengoku Basara: Judge End,6.87,TV,12,4172,24,1,0,0,0,0,0,0,0,1,0,0
Sora no Method,6.77,TV,13,4566,24,1,0,0,0,0,0,0,0,0,0,1
Kantoku Fuyuki Todoki,5.93,TV,13,8443,3,1,0,0,0,0,1,0,0,0,0,0
Yuru Yuri Nachuyachumi!,7.88,OVA,1,703,NA,1,0,0,0,0,1,0,0,0,0,0
Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,7.15,OVA,1,3004,11,1,0,0,0,0,1,0,0,0,0,0
Meshimase Lodoss-tou Senki: Sorette Oishii no?,5.62,TV,13,9382,2,1,0,0,0,0,0,0,0,0,0,0
Shinmai Maou no Testament,6.8,TV,12,4428,23,0,0,0,1,0,0,1,0,0,0,0
Chuunibyou demo Koi ga Shitai! Ren Specials,7.11,Special,7,3142,3,1,0,0,0,0,0,1,0,0,0,0
Go Go Toraemon,6.51,OVA,1,14144,30,0,0,0,0,0,1,0,0,0,0,0
Gugure! Kokkuri-san,7.58,TV,12,1344,24,1,0,0,0,0,1,0,0,0,0,0
Gundam: G no Reconguista,5.76,TV,26,8965,24,1,0,0,0,0,0,0,0,0,0,1
Hello!! Kiniro Mosaic,7.53,TV,12,1491,23,1,0,0,0,0,1,0,0,0,0,0
Shigatsu wa Kimi no Uso,8.74,TV,22,36,22,1,0,0,0,0,1,0,0,0,0,0
Tsubu★Doll,6.51,OVA,5,NA,NA,0,0,0,0,0,0,0,0,0,0,1
Saenai Heroine no Sodatekata,7.54,TV,12,1461,23,1,0,0,0,0,0,1,0,0,0,0
Psycho-Pass 2,7.42,TV,11,1836,23,0,1,0,0,0,0,0,0,0,0,1
Zankyou no Terror,8.12,TV,11,394,22,0,1,0,0,0,0,0,0,0,0,1
Paulette no Isu,7.02,ONA,1,3574,3,0,0,0,0,1,0,0,0,0,0,1
Gekkan Shoujo Nozaki-kun,7.96,TV,12,581,24,1,0,0,0,0,1,0,0,0,0,0
Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,6.54,Special,1,5696,23,0,0,1,0,0,0,0,0,0,0,0
Pokemon XY: Mega Evolution,7.44,Special,4,1780,24,0,0,1,0,0,0,0,0,1,0,0
Hiroshima e no Tabi,5.92,OVA,1,8478,31,0,0,0,0,1,0,0,0,0,0,0
Rail Wars!,6.41,TV,12,6342,24,0,0,0,1,0,0,1,0,0,0,0
Garo: Honoo no Kokuin,7.41,TV,24,1882,24,0,1,0,0,0,0,0,0,0,0,1
Zettai Zetsumei Dangerous Jiisan,6.51,TV,33,13098,NA,0,0,0,0,1,0,0,0,0,0,0
Kuroshitsuji: Book of Murder,8.12,OVA,2,395,58,0,1,0,0,0,1,0,0,0,0,0
"Suisei no Gargantia: Meguru Kouro, Haruka",7.38,OVA,2,1974,53,1,0,0,0,0,0,0,0,0,0,1
Log Horizon 2nd Season,7.62,TV,25,1218,24,1,0,0,0,0,0,1,0,0,0,0
Shirogane no Ishi: Argevollen,6.5,TV,24,5915,23,0,1,0,0,0,0,0,0,0,0,1
Space☆Dandy 2nd Season,8.27,TV,13,251,24,1,0,0,0,0,0,0,0,0,0,1
DRAMAtical Murder,6.09,TV,12,7841,24,1,0,0,0,0,0,1,0,0,0,0
Yoku Wakaru Mahouka!,6.32,ONA,6,6806,3,1,0,0,0,0,0,1,0,0,0,0
Gan to Gon,6.51,TV,260,14061,5,0,0,0,0,1,0,0,0,0,0,0
Kirin Monoshiri Yakata,5.82,TV,1565,8779,5,0,0,1,0,0,0,0,0,0,0,0
Youkaiden Nekome Kozou,6.51,TV,25,13015,25,0,0,0,0,1,1,0,0,0,0,0
Itsuka no Main: Kaminari Shounen - Tenta Sanjou!,6.51,OVA,1,14648,45,0,1,0,0,0,1,0,0,0,0,0
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,7.16,Special,1,2925,12,1,0,0,0,0,0,0,0,0,0,0
Bakuman. 3rd Season Specials,7.01,Special,2,3606,3,1,0,0,0,0,1,0,0,0,0,0
Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,6.55,Special,1,5604,44,1,0,0,0,0,0,1,0,0,0,0
Kitakubu Katsudou Kiroku: Miniature Theater,6.27,Special,6,7039,2,1,0,0,0,0,1,0,0,0,0,0
Bakuman. 2nd Season Special,6.71,Special,1,4834,4,1,0,0,0,0,1,0,0,0,0,0
Minarai Diva,5.38,TV,10,9986,40,0,0,0,0,1,0,0,0,0,0,1
D-Frag!*,7.37,OVA,1,2027,24,1,0,0,0,0,1,0,0,0,0,0
Kyoukai no Kanata: Shinonome,7.67,Special,1,1101,23,1,0,0,0,0,0,1,0,0,0,0
Master of Torque,5.14,ONA,4,10422,5,0,0,0,0,1,0,0,0,0,0,1
Shin Don Chuck Monogatari,6.15,TV,73,7557,25,0,0,0,0,1,0,0,0,0,0,0
Tobacco wa Dasai,4.75,ONA,1,10807,7,1,0,0,0,0,0,0,0,0,0,0
Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,6.77,ONA,3,4603,5,1,0,0,0,0,0,0,0,0,0,0
Duel Masters VS,5.92,TV,49,8463,24,1,0,0,0,0,0,0,0,0,0,1
Re:␣Hamatora,7.4,TV,12,1913,24,0,1,0,0,0,0,0,0,0,0,1
Mujaki no Rakuen,5.93,OVA,3,8449,26,0,0,0,1,0,1,0,0,0,0,0
Karneval Specials,6.9,Special,11,4025,NA,1,0,0,0,0,0,0,0,0,0,0
Oneechan ga Kita: Hajimete no… Kitaa!,6.49,Special,1,5919,4,1,0,0,0,0,1,0,0,0,0,0
Shin Strange+,6.25,TV,12,7134,3,1,0,0,0,0,1,0,0,0,0,0
Toki wa Meguru: Tokyo Station,6.57,ONA,1,5518,5,0,0,0,0,1,0,0,0,0,0,1
Love Stage!!: Chotto ja Nakutte,7.48,OVA,1,1643,23,1,0,0,0,0,1,0,0,0,0,0
"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.",7.21,Special,1,2728,26,1,0,0,0,0,0,0,0,0,0,1
Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,6.74,Special,1,4725,24,1,0,0,0,0,0,0,0,0,0,1
Witch Craft Works Specials,6.76,Special,6,4653,5,1,0,0,0,0,1,0,0,0,0,0
Gakumon!: Ookami Shoujo wa Kujikenai,6.47,ONA,3,6048,6,1,0,0,0,0,1,0,0,0,0,0
Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,6.51,TV,32,13671,9,1,0,0,0,0,0,0,0,0,0,1
Otsuki-sama to Oujo,6.51,OVA,1,11448,25,0,0,0,0,1,0,0,0,0,0,0
Gudetama,7.05,TV,NA,3463,1,0,0,0,0,1,0,0,0,0,0,1
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,5.99,TV,12,8247,3,1,0,0,0,0,1,0,0,0,0,0
Neko no Dayan,6.51,TV,52,11093,3,0,0,0,0,1,0,1,0,0,0,0
Ikkyuu-san: Ooabare Yancha-hime,6.51,Special,1,14596,50,0,0,0,0,1,0,0,0,0,0,0
12-sai.,6.29,OVA,8,6950,11,0,0,1,0,0,1,0,0,0,0,0
Romeo no Aoi Sora Specials,6.38,Special,2,6529,45,0,0,0,0,1,0,1,0,0,0,0
Akage no Anne Specials,6.14,Special,2,7610,45,0,0,0,0,1,0,0,0,0,0,0
Haha wo Tazunete Sanzenri Specials,6.51,Special,2,14229,45,0,0,0,0,1,0,0,0,0,0,0
The iDOLM@STER Cinderella Girls,7.15,TV,13,3002,24,1,0,0,0,0,0,0,0,1,0,0
Seihou Tenshi Angel Links: Meifon no Special Kaisetsu Corner,5.6,Special,1,9433,6,1,0,0,0,0,0,0,0,0,0,0
Legend of Basara: Shinbashi Theater,5.85,Special,1,8689,1,0,0,0,0,1,0,0,0,0,0,0
Ninja Slayer From Animation,6.6,ONA,26,5379,12,0,1,0,0,0,0,1,0,0,0,0
Gaki Deka,6.51,TV,22,14046,24,0,0,1,0,0,0,0,0,0,0,0
Gaki Deka (OVA),6.51,OVA,3,14044,15,0,0,1,0,0,0,0,0,0,0,0
Eiyuu Banka Koushi-den,6.51,OVA,1,13906,NA,0,1,0,0,0,0,0,0,0,0,0
Haiyore! Nyaruko-san W OVA,7.09,OVA,1,3256,15,1,0,0,0,0,0,1,0,0,0,0
"Sagashita no wa Oheya, Mitsuketa no wa Mirai",6.51,ONA,1,11774,3,0,0,0,0,1,0,0,0,0,0,1
Non Non Biyori Repeat,8.18,TV,12,324,23,1,0,0,0,0,1,0,0,0,0,0
Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,6.6,Special,13,5348,1,1,0,0,0,0,1,0,0,0,0,0
Ookami Shoujo to Kuro Ouji,7.17,TV,12,2913,24,1,0,0,0,0,1,0,0,0,0,0
Hi no Tori: Kizuna-hen,6.51,Special,1,14395,25,0,0,0,0,1,0,0,0,0,0,0
Strange+ Special,5.67,Special,1,9250,3,1,0,0,0,0,1,0,0,0,0,0
Kumo ni Noru,6.51,OVA,2,15202,50,0,0,0,1,0,1,0,0,0,0,0
Toradora! Recap,7.49,OVA,1,1600,29,1,0,0,0,0,0,1,0,0,0,0
Gatchaman Crowds: Embrace,7.4,Special,1,1898,23,1,0,0,0,0,0,0,0,0,0,0
Sabaku no Kuni no Oujosama,6.51,OVA,1,11764,30,0,0,0,0,1,0,0,0,0,0,0
Kakumei no Wakaki Sora,6.34,OVA,1,6697,50,0,0,0,0,1,0,0,0,0,0,0
Carino Coni,6.51,TV,26,13558,3,0,0,1,0,0,0,0,0,0,0,0
Teppen,6.51,OVA,2,12449,50,0,1,0,0,0,0,0,0,0,0,0
Strike Witches: Operation Victory Arrow,7.37,OVA,3,2016,28,0,0,0,1,0,0,0,0,0,0,1
KoSys! Kochira Keihime Tetsudou: Kouhou System-ka,6.51,ONA,NA,15171,20,1,0,0,0,0,0,0,0,0,0,0
Kenzen Robo Daimidaler Specials,6.16,Special,6,7541,5,0,0,0,1,0,0,0,0,0,0,0
Neko Pitcher,6.51,TV,51,11116,2,0,0,0,0,1,1,0,0,0,0,0
Peter Pan no Bouken Specials,6.51,Special,2,11514,45,0,0,0,0,1,0,0,0,0,0,0
Wakakusa Monogatari: Nan to Jo-sensei Specials,6.51,Special,2,12770,45,0,0,0,0,1,0,0,0,0,0,0
Kishin Houkou Demonbane (TV) Specials,5.83,Special,2,8760,6,1,0,0,0,0,0,0,0,1,0,0
Nanatsu no Taizai,7.89,TV,24,690,24,1,0,0,0,0,1,0,0,0,0,0
Yamiyo no Jidaigeki,6.51,Special,2,12957,15,0,0,0,0,1,0,0,0,0,0,0
Yamiyo no Jidaigeki (OVA),6.51,OVA,2,12937,15,0,0,0,0,1,0,0,0,0,0,0
Blade & Soul Specials,5.8,Special,7,8822,2,1,0,0,0,0,0,0,0,1,0,0
Hi☆sCoool! SeHa Girls,6.51,TV,13,5860,11,1,0,0,0,0,0,0,0,0,1,0
Gokuu no Daibouken Pilot,6.51,Special,1,14161,23,0,0,0,0,1,0,0,0,0,0,0
Onimaru: Senjou ni Kakeru Itsutsu no Seishun,6.51,OVA,1,11359,42,1,0,0,0,0,0,0,0,0,0,1
Ys IV: The Dawn of Ys,5.79,Special,1,8866,3,1,0,0,0,0,0,0,0,1,0,0
Komatsu Sakyo Anime Gekijou,6.51,TV,24,15121,5,0,0,0,0,1,0,0,0,0,0,1
Moonrakers,5.62,ONA,1,9387,2,0,1,0,0,0,1,0,0,0,0,0
Meisou! Underworld,5.76,ONA,1,8973,2,0,1,0,0,0,1,0,0,0,0,0
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8.27,TV,13,253,24,1,0,0,0,0,0,1,0,0,0,0
Dennou Sentai Voogie's★Angel Gaiden: Susume! Super★Angels!,6.51,OVA,2,13800,16,1,0,0,0,0,0,0,0,0,0,0
Go! Go! Kadendanshi 2nd Season,6.51,ONA,78,14151,1,0,0,0,0,1,0,0,0,0,0,0
Ai no Kiseki: Doctor Norman Monogatari,6.51,Special,1,13209,NA,0,0,0,0,1,0,0,0,0,0,0
Puchimas!!: Petit Petit iDOLM@STER - Fuyu→Kotatsu←Haru,6.61,OVA,1,5314,12,1,0,0,0,0,1,0,0,0,0,0
