name,score,type,episodes,ranking,duration,PG_13,R,PG,R_plus,G,manga,book,music,game,other,original
D-Frag!,7.58,TV,12,1327,24,1,0,0,0,0,1,0,0,0,0,0
Miss Monochrome The Animation,6.4,TV,13,6407,4,0,0,0,0,1,0,0,0,0,0,1
Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,7.1,Special,1,3218,12,1,0,0,0,0,0,0,0,0,0,0
Kill Me Baby: Butsuzou Kegatte Nise Halloween,7,OVA,1,3641,27,1,0,0,0,0,1,0,0,0,0,0
IS: Infinite Stratos 2 - Hitonatsu no Omoide,6.92,OVA,1,3928,39,0,0,0,1,0,0,1,0,0,0,0
Sakura Trick,7.02,TV,12,3580,24,1,0,0,0,0,1,0,0,0,0,0
Wizard Barristers: Benmashi Cecil,6.19,TV,12,7385,24,1,0,0,0,0,0,0,0,0,0,1
Space☆Dandy,7.88,TV,13,701,24,1,0,0,0,0,0,0,0,0,0,1
Obocchama-kun,6.51,TV,164,11277,25,1,0,0,0,0,1,0,0,0,0,0
Dotanba no Manners,6.51,TV,283,13853,5,0,0,0,0,1,0,0,0,0,0,0
Ijiwaru Baasan,6.51,TV,39,14585,25,0,0,0,0,0,0,0,0,0,0,0
Ijiwaru Baasan (1996),6.51,TV,46,14585,25,0,0,0,0,0,0,0,0,0,0,0
Doteraman,6.51,TV,20,13856,25,0,0,0,0,1,0,0,0,0,0,1
Only You: Viva! Cabaret Club,6.51,TV,15,11373,10,0,0,0,0,0,0,0,0,0,0,0
Treasure Gaust,6.51,TV,5,12613,5,1,0,0,0,0,0,0,0,0,0,0
Bokura Mangaka: Tokiwasou Monogatari,6.51,Special,1,13480,NA,0,0,0,0,1,0,0,0,0,0,0
Gekisou! Rubenkaiser,6.51,TV,17,14096,25,1,0,0,0,0,0,0,0,0,0,0
Kotowaza House,6.51,TV,773,15167,5,0,0,0,0,0,0,0,0,0,0,0
Kappamaki,6.51,TV,130,14887,3,0,0,0,0,1,0,0,0,0,0,0
Tobidase! Machine Hiryuu,6.51,TV,21,12509,25,0,0,0,0,0,0,0,0,0,0,1
Kariage-kun,6.51,TV,59,14882,25,0,0,0,0,0,0,0,0,0,0,0
Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,6.88,Special,1,4120,NA,1,0,0,0,0,0,0,0,0,0,0
Wagahai wa Neko de Aru,6.51,Special,1,12749,NA,0,0,0,0,1,0,0,0,0,0,0
Robokko Beeton,6.51,TV,50,11706,25,0,0,1,0,0,0,0,0,0,0,0
Ro-Kyu-Bu! SS Recap,6.49,Special,1,5956,24,1,0,0,0,0,0,0,0,0,0,0
Pokemon: The Origin,7.76,Special,4,900,21,0,0,1,0,0,0,0,0,1,0,0
Manga Ijin Monogatari,6.51,TV,46,15428,25,0,0,0,0,1,0,0,0,0,0,0
Genei wo Kakeru Taiyou: Fumikomenai Kokoro,6.29,Special,1,6961,24,0,1,0,0,0,0,0,0,0,0,1
Easy Cooking Animation: Seishun no Shokutaku,6.51,TV,25,13886,3,0,0,0,0,1,0,0,0,0,0,0
Boku no Boukuugou,6.51,Special,1,13464,50,0,0,0,0,1,0,0,0,0,0,0
Minami-ke Natsuyasumi,7.39,OVA,1,1940,28,1,0,0,0,0,1,0,0,0,0,0
Shounen Tokugawa Ieyasu,6.51,TV,20,12043,25,0,0,0,0,0,0,0,0,0,0,0
Umigame to Shounen,6.51,Special,1,12717,45,0,0,0,0,1,0,0,0,0,0,0
Manga Kodomo Bunko,6.51,TV,51,15428,25,0,0,0,0,1,0,0,0,0,0,0
Tonari no Tamageta-kun,6.51,TV,60,12544,5,0,0,1,0,0,0,0,0,0,0,0
Tako ni Natta Okaasan,6.51,Special,1,12362,45,0,0,0,0,1,0,0,0,0,0,0
Anime Document: München e no Michi,6.51,TV,16,13281,25,0,0,0,0,1,0,0,0,0,0,0
Hana no Kakarichou,6.51,TV,25,14255,25,0,0,0,1,0,0,0,0,0,0,0
Gatapishi,6.51,TV,199,14067,10,0,0,1,0,0,1,0,0,0,0,0
Wooser no Sono Higurashi: Kakusei-hen,6.62,TV,12,5308,4,0,0,0,0,1,1,0,0,0,0,0
Koroshiya-san: The Hired Gun,5.57,TV,10,9518,3,1,0,0,0,0,1,0,0,0,0,0
Gakkou no Yuurei,6.51,OVA,6,14039,32,1,0,0,0,0,0,0,0,0,0,0
Zeonic Toyota Special Movie,6.11,ONA,2,7786,1,0,0,0,0,1,0,0,0,0,0,0
Yamada-kun to 7-nin no Majo,7.3,ONA,1,2337,2,1,0,0,0,0,1,0,0,0,0,0
Eguchi Hisashi no Kotobuki Gorou Show,4.96,OVA,4,10639,7,0,0,0,1,0,1,0,0,0,0,0
Hidamari Sketch: Chou Hidamatsuri Special,6.53,Special,1,5735,2,1,0,0,0,0,1,0,0,0,0,0
Kamisama no Inai Nichiyoubi: Kioku,6.92,Special,1,3950,23,0,1,0,0,0,0,1,0,0,0,0
Hoozuki no Reitetsu,7.8,TV,13,822,24,1,0,0,0,0,1,0,0,0,0,0
"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",7.02,OVA,1,3594,27,1,0,0,0,0,1,0,0,0,0,0
"Inari, Konkon, Koi Iroha.",7.22,TV,10,2702,24,1,0,0,0,0,1,0,0,0,0,0
Little Nemo Pilot (1987),5.86,Special,1,8655,10,0,0,0,0,1,0,1,0,0,0,0
Teekyuu 3,6.79,TV,12,4506,2,1,0,0,0,0,1,0,0,0,0,0
Choujigen Game Neptune The Animation: Yakusoku no Eien - True End,7.29,OVA,1,2385,24,1,0,0,0,0,0,0,0,1,0,0
Maji,6.51,OVA,3,15381,50,0,1,0,0,0,0,0,0,0,0,0
Kimi to Boku,6.94,ONA,1,3846,14,0,0,0,0,1,0,0,0,0,0,0
Noragami,8.01,TV,12,528,24,1,0,0,0,0,1,0,0,0,0,0
Fate/kaleid liner Prisma☆Illya 2wei!,7.3,TV,10,2328,23,1,0,0,0,0,1,0,0,0,0,0
Little Busters!: EX,7.74,Special,8,938,24,1,0,0,0,0,0,1,0,0,0,0
Z/X: Ignition,6.53,TV,12,5732,24,1,0,0,0,0,0,0,0,0,0,0
Nameko-ke no Ichizoku,6.28,OVA,13,6998,5,0,0,0,0,1,0,0,0,1,0,0
Mikakunin de Shinkoukei,7.44,TV,12,1777,23,1,0,0,0,0,1,0,0,0,0,0
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,6.82,OVA,1,4380,25,0,0,0,1,0,0,1,0,0,0,0
Top wo Nerae 2! Kagaku Kouza,5.42,Special,3,9907,3,1,0,0,0,0,0,0,0,0,0,1
SoniAni: Super Sonico The Animation,6.1,TV,12,7817,23,1,0,0,0,0,0,0,0,0,1,0
11eyes Picture Drama,5.51,Special,13,9637,5,1,0,0,0,0,0,1,0,0,0,0
Nekketsu Tantei Jimusho,5.38,ONA,5,9975,3,1,0,0,0,0,0,0,0,0,0,0
Haikyuu!!,8.53,TV,25,91,24,1,0,0,0,0,1,0,0,0,0,0
Ashinaga Ojisan,5.71,Special,1,9119,NA,0,0,0,0,1,0,0,0,0,0,0
Kyoufu no Kyou-chan,6.51,TV,7,15257,3,0,1,0,0,0,0,0,0,0,0,0
Kimi no Iru Machi OVA,7.08,OVA,2,3310,28,0,0,0,1,0,1,0,0,0,0,0
Natsume Yuujinchou: Itsuka Yuki no Hi ni,8.35,OVA,1,180,23,1,0,0,0,0,1,0,0,0,0,0
Amnesia OVA,6.38,OVA,1,6478,25,1,0,0,0,0,0,1,0,0,0,0
Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,5.67,Special,1,9261,10,1,0,0,0,0,0,0,0,0,0,0
Hamatora The Animation,7.3,TV,12,2331,24,0,1,0,0,0,0,0,0,0,0,1
Baka Misérables,5.6,ONA,3,9412,3,1,0,0,0,0,0,0,0,0,0,0
Sabage-bu!,7.38,TV,12,1970,23,1,0,0,0,0,1,0,0,0,0,0
Kyousou Giga (TV) Recaps,6.57,Special,2,5544,26,1,0,0,0,0,0,0,0,0,0,1
Pokemon Best Wishes! Season 2: Decolora Adventure - Dent to Takeshi! Gyarados no Gekirin!!,6.66,Special,1,5067,23,0,0,1,0,0,0,0,0,0,0,0
Love Live! School Idol Project OVA,6.86,OVA,1,4198,15,1,0,0,0,0,0,0,0,0,1,0
Ganbare! Lulu Lolo,6.51,TV,26,14054,5,0,0,1,0,0,0,1,0,0,0,0
Noragami OVA,7.76,OVA,2,899,24,1,0,0,0,0,1,0,0,0,0,0
Mahouka Koukou no Rettousei,7.53,TV,26,1499,23,1,0,0,0,0,0,1,0,0,0,0
Black Bullet,7.17,TV,13,2877,24,0,1,0,0,0,0,1,0,0,0,0
Maid of the Dead,4.08,ONA,1,11001,3,0,1,0,0,0,0,0,0,0,0,1
Joshikousei Nobunaga-chan!!,6.51,ONA,10,14710,4,1,0,0,0,0,1,0,0,0,0,0
Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,6.84,Special,2,4281,13,1,0,0,0,0,0,0,0,0,0,1
Seitokai Yakuindomo*,7.74,TV,13,940,23,0,1,0,0,0,1,0,0,0,0,0
Hitsugi no Chaika,7.29,TV,12,2378,24,0,1,0,0,0,0,1,0,0,0,0
Nulu-chan to Boku,5.48,ONA,1,9725,3,0,0,0,0,1,0,0,0,0,0,1
Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,6.69,Special,1,4955,12,1,0,0,0,0,1,0,0,0,0,0
Hana no Zundamaru,6.51,ONA,8,14261,5,0,0,0,0,1,1,0,0,0,0,0
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.12,TV,24,390,24,0,1,0,0,0,1,0,0,0,0,0
Kyoukai no Kanata: Mini Gekijou,6.82,Special,7,4352,6,1,0,0,0,0,0,0,0,0,0,1
Diabolik Lovers Recap,5.39,Special,1,9958,15,1,0,0,0,0,0,1,0,0,0,0
Oneechan ga Kita,6.37,TV,12,6529,3,1,0,0,0,0,1,0,0,0,0,0
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",7.23,OVA,1,2626,24,0,1,0,0,0,0,1,0,0,0,0
Iron Kid,6.92,TV,26,3948,24,0,0,0,0,1,0,0,0,0,0,0
DPR Special Movie,5.52,Special,1,9628,6,0,0,0,0,1,0,0,0,0,0,1
Peeping Life: YouTuber-kun,4.9,ONA,4,10669,5,0,0,0,0,1,0,0,0,0,0,1
Wonder Garden,6.36,ONA,1,6591,4,0,0,1,0,0,0,0,0,0,0,1
Kiniro no Corda: Blue♪Sky,6.43,TV,12,6296,23,1,0,0,0,0,0,1,0,0,0,0
Sekai Seifuku: Bouryaku no Zvezda,7.09,TV,12,3234,24,1,0,0,0,0,0,0,0,0,0,1
Seisenshi Dunbine Memorial,6.51,Special,3,11840,55,1,0,0,0,0,0,0,0,0,0,0
Tonari no Seki-kun OVA,7.41,OVA,1,1871,13,0,0,0,0,1,1,0,0,0,0,0
Yoza-Quar!,6.56,Special,6,5600,1,1,0,0,0,0,1,0,0,0,0,0
Mini Van Special,6.43,Special,1,6286,3,1,0,0,0,0,1,0,0,0,0,0
Sekai de Ichiban Tsuyoku Naritai! Specials,5.74,Special,6,9056,4,0,0,0,1,0,0,0,0,0,0,0
Marvel Disk Wars: The Avengers,5.91,TV,51,8521,22,0,0,1,0,0,0,0,0,0,0,0
Seikoku no Dragonar,6.52,TV,12,5806,24,0,0,0,1,0,0,1,0,0,0,0
Gatchaman Crowds Insight,7.3,TV,12,2350,23,1,0,0,0,0,0,0,0,0,0,1
Ikemen Kyuugo-tai Nurse Angels,6.51,TV,10,14588,3,1,0,0,0,0,0,0,0,0,0,0
Yakusoku (ONA),6.62,ONA,1,5283,6,0,0,0,0,1,0,0,0,0,0,1
Strange+,6,TV,12,8245,3,1,0,0,0,0,1,0,0,0,0,0
Puchimas!!: Petit Petit iDOLM@STER,7.21,ONA,74,2712,2,1,0,0,0,0,1,0,0,0,0,0
Hetalia: The Beautiful World Extra Disc,7.35,OVA,1,2126,5,1,0,0,0,0,1,0,0,0,0,0
Kakumeiki Valvrave Recaps,6.23,ONA,3,7233,NA,0,1,0,0,0,0,0,0,0,0,0
Witch Craft Works,7.07,TV,12,3375,23,1,0,0,0,0,1,0,0,0,0,0
Love Stage!!,7.32,TV,10,2253,23,1,0,0,0,0,1,0,0,0,0,0
Buddy Spirits,5.36,ONA,1,10024,2,0,0,0,0,1,1,0,0,0,0,0
Sister Princess: Re Pure Character's,6.07,Special,12,7928,9,1,0,0,0,0,0,0,0,0,0,0
Heart Cocktail Again,6.51,OVA,1,14324,41,1,0,0,0,0,0,0,0,0,0,0
Wansa-kun OVA,6.51,OVA,1,12778,NA,0,0,1,0,0,0,0,0,0,0,0
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,6.45,TV,12,6163,24,1,0,0,0,0,0,0,0,1,0,0
Nobunaga the Fool,6.69,TV,24,4928,24,0,1,0,0,0,0,0,0,0,1,0
Dragon Fist,4.57,OVA,1,10898,39,1,0,0,0,0,1,0,0,0,0,0
Baby Steps,7.85,TV,25,736,24,1,0,0,0,0,1,0,0,0,0,0
Soul Eater: Late Night Show,6.82,Special,51,4370,1,1,0,0,0,0,1,0,0,0,0,0
Teekyuu 2 Specials,6.55,Special,2,5615,2,1,0,0,0,0,1,0,0,0,0,0
Zettai Shougeki: Platonic Heart Picture Drama,5.17,Special,4,10361,8,0,0,0,1,0,0,0,0,0,0,1
Imanara Maniau! Log Horizon,6.79,Special,1,4495,58,1,0,0,0,0,0,1,0,0,0,0
Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,6.55,ONA,5,5655,8,1,0,0,0,0,0,1,0,0,0,0
Go! Go! 575,5.65,TV,4,9285,3,1,0,0,0,0,0,0,0,1,0,0
Gochuumon wa Usagi Desu ka?,7.52,TV,12,1516,23,1,0,0,0,0,1,0,0,0,0,0
Yawaraka Sensha,6.51,ONA,53,12989,7,0,0,0,0,1,0,0,0,0,0,0
Yawaraka Atom,6.51,ONA,7,12960,3,0,0,0,0,1,0,0,0,0,0,0
Sore Ike! Anpanman: Minami no Umi wo Sukue!,6.51,Special,1,12178,50,0,0,1,0,0,0,0,0,0,0,0
Trick or Alice,5.62,OVA,1,9341,27,0,0,0,1,0,0,1,0,0,0,0
Pupipo!,6.82,TV,15,4366,4,0,0,1,0,0,1,0,0,0,0,0
Isshuukan Friends.,7.57,TV,12,1375,23,1,0,0,0,0,1,0,0,0,0,0
Mushishi: Hihamukage,8.57,Special,1,80,45,1,0,0,0,0,1,0,0,0,0,0
Kazoku no Hanashi,6.52,ONA,1,5790,9,0,0,0,0,1,0,0,0,0,0,0
Double Circle,4.92,ONA,6,10678,6,1,0,0,0,0,0,0,0,0,0,1
Tokyo ESP,6.57,TV,12,5522,24,0,1,0,0,0,1,0,0,0,0,0
Freezing Vibration Specials,6.51,Special,6,5854,3,0,0,0,1,0,0,0,0,0,0,0
Bokura wa Minna Kawai-sou,7.72,TV,12,977,24,1,0,0,0,0,1,0,0,0,0,0
Happiness Charge Precure!,6.77,TV,49,4595,24,0,0,0,0,1,0,0,0,0,0,1
Machine-Doll wa Kizutsukanai Specials,6.76,Special,6,4626,5,0,0,0,1,0,0,1,0,0,0,0
Mahou Shoujo Taisen,5.77,TV,26,8952,4,1,0,0,0,0,0,0,0,0,1,0
Minna Atsumare! Falcom Gakuen,5.9,TV,13,8523,2,1,0,0,0,0,1,0,0,0,0,0
Gokukoku no Brynhildr,6.92,TV,13,3926,23,0,0,0,1,0,1,0,0,0,0,0
Chou Zenmairobo: Patrasche,6.51,TV,13,13669,2,0,0,0,0,1,0,0,0,0,0,0
Yama no Susume: Second Season,7.55,TV,24,1421,13,1,0,0,0,0,1,0,0,0,0,0
Buddy Complex,7.17,TV,13,2901,24,1,0,0,0,0,0,0,0,0,0,1
Uta no☆Prince-sama♪ Maji Love Revolutions,7.04,TV,13,3490,24,1,0,0,0,0,0,1,0,0,0,0
Taisei Kensetsu: Sri Lanka Kousokudouro,6.02,Special,1,8171,NA,0,0,0,0,1,0,0,0,0,0,0
Meitantei Rascal,6.51,TV,12,15504,5,0,0,1,0,0,0,0,0,0,0,0
Mirai Koushi Harima SACLA,5.59,ONA,1,9441,1,0,0,0,0,1,0,0,0,0,0,1
Metal Fight Beyblade Zero G Specials,6.03,Special,7,8108,25,1,0,0,0,0,1,0,0,0,0,0
Sanchoume no Yuuhi,6.51,TV,27,11802,25,0,0,0,0,1,0,0,0,0,0,0
Shin Dokonjou Gaeru,6.51,TV,30,11962,25,0,0,0,0,1,1,0,0,0,0,0
Ninjaman Ippei,6.51,TV,13,11180,25,0,0,0,0,1,0,0,0,0,0,0
Denpa Kyoushi,6.4,Special,2,6404,1,1,0,0,0,0,1,0,0,0,0,0
Sengoku Musou SP: Sanada no Shou,6.6,Special,1,5358,45,1,0,0,0,0,0,0,0,1,0,0
Soul Eater NOT!,5.98,TV,12,8306,23,1,0,0,0,0,1,0,0,0,0,0
Trip Trek (2010),6.51,ONA,8,12612,7,0,0,0,0,1,0,0,0,0,0,0
Kantai Collection: KanColle,6.88,TV,12,4115,24,1,0,0,0,0,0,0,0,1,0,0
Baku Tech! Bakugan Gachi,5.86,TV,39,8658,5,0,0,1,0,0,0,0,0,0,0,0
Geba Geba Shou Time!,6.51,OVA,1,14087,29,0,0,0,0,1,0,0,0,0,0,0
Oraa Guzura Dado,6.51,TV,52,11391,25,0,0,1,0,0,0,0,0,0,0,0
Hentai Ouji to Warawanai Neko.: Henneko BBS,6.73,Special,13,4769,NA,1,0,0,0,0,0,1,0,0,0,0
Choubakumatsu Shounen Seiki Takamaru,6.51,OVA,2,13673,30,1,0,0,0,0,0,0,0,0,0,0
Shin Choubakumatsu Shounen Seiki Takamaru,6.51,OVA,6,11945,30,1,0,0,0,0,0,0,0,0,0,0
Hitotsuboshi-ke no Ultra Baasan,6.51,TV,13,14461,25,0,0,0,0,1,0,0,0,0,0,0
Ryuugajou Nanana no Maizoukin (TV),7.19,TV,11,2815,23,1,0,0,0,0,0,1,0,0,0,0
Kamigami no Asobi,7.09,TV,12,3258,23,1,0,0,0,0,0,1,0,0,0,0
Senki Zesshou Symphogear GX,7.43,TV,13,1797,23,1,0,0,0,0,0,0,0,0,0,1
Koukaku Kidoutai Arise: Ghost in the Shell - Logicoma Specials,6.26,Special,4,7095,3,1,0,0,0,0,0,0,0,0,0,0
Mou Hitotsu no Mirai wo.,6.07,ONA,3,7962,7,1,0,0,0,0,0,0,0,0,0,1
Wasure-boshi,5.74,ONA,1,9040,5,0,0,0,0,1,0,0,0,0,0,0
Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,6.16,Special,1,7544,23,1,0,0,0,0,1,0,0,0,0,0
Fight Ippatsu! Juuden-chan!! OVA,6.44,OVA,1,6218,45,0,0,0,1,0,1,0,0,0,0,0
Mekakucity Actors,7.08,TV,12,3295,23,1,0,0,0,0,0,0,1,0,0,0
Picotopia,5.16,ONA,1,10404,2,0,0,0,0,1,0,0,0,0,0,1
GJ-bu@,7.26,Special,1,2525,46,1,0,0,0,0,0,1,0,0,0,0
Yu☆Gi☆Oh! Arc-V,6.79,TV,148,4472,24,1,0,0,0,0,1,0,0,0,0,0
Planet:Valkyrie,5.71,ONA,1,9120,1,1,0,0,0,0,0,0,0,0,1,0
Mitsuwano,6.04,OVA,1,8081,28,1,0,0,0,0,0,1,0,0,0,0
IS: Infinite Stratos 2 - World Purge-hen,6.95,OVA,1,3819,44,0,0,0,1,0,0,1,0,0,0,0
Kill la Kill Specials,7.72,Special,2,984,18,0,1,0,0,0,0,0,0,0,0,1
Last Orders,5.77,Special,1,8970,1,1,0,0,0,0,0,0,0,0,0,1
Non Non Biyori: Okinawa e Ikukoto ni Natta,7.61,OVA,1,1248,20,1,0,0,0,0,1,0,0,0,0,0
Keroro,6.86,TV,23,4198,3,1,0,0,0,0,0,0,0,0,0,0
Captain Earth,6.42,TV,25,6292,24,1,0,0,0,0,0,0,0,0,0,1
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA",6.43,OVA,1,6287,23,1,0,0,0,0,0,0,0,0,0,0
Hanayamata,7.33,TV,12,2217,24,1,0,0,0,0,1,0,0,0,0,0
Pokemon XY SP: Road to Kalos,6.43,Special,1,6262,24,0,0,1,0,0,0,0,0,1,0,0
Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,6.69,Special,1,4971,48,0,1,0,0,0,1,0,0,0,0,0
Pokemon XY: New Year Special,6.29,Special,1,6920,48,0,0,1,0,0,0,0,0,0,0,0
Usagi no Mofy,6.51,ONA,13,12710,2,0,0,0,0,1,0,1,0,0,0,0
Cardfight!! Vanguard: Legion Mate-hen,6.79,TV,33,4482,24,1,0,0,0,0,0,0,0,0,0,1
"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode",7.45,Special,1,1724,24,0,0,0,0,1,0,0,0,0,0,1
Donten ni Warau,7.52,TV,12,1510,23,1,0,0,0,0,1,0,0,0,0,0
Kimama ni Idol,6.51,OVA,1,15006,50,0,0,0,0,0,0,0,0,0,0,0
Shin Tennis no Ouji-sama OVA vs. Genius 10,7.63,OVA,10,1191,24,1,0,0,0,0,1,0,0,0,0,0
Romantica Clock,5.72,Special,3,9097,1,0,0,0,0,1,1,0,0,0,0,0
Sugar*Soldier,5.8,Special,3,8847,1,0,0,0,0,1,1,0,0,0,0,0
Yugami-kun ni wa Tomodachi ga Inai,5.88,ONA,2,8608,NA,1,0,0,0,0,1,0,0,0,0,0
Tsubasa to Hotaru,6.89,Special,1,4071,14,0,0,0,0,1,1,0,0,0,0,0
Chuunibyou demo Koi ga Shitai! Ren Lite,7.17,ONA,6,2901,4,1,0,0,0,0,0,1,0,0,0,0
Kenzen Robo Daimidaler,6.17,TV,12,7516,24,0,0,0,1,0,1,0,0,0,0,0
Fuuun Ishin Dai☆Shogun,5.73,TV,12,9064,24,0,1,0,0,0,0,0,0,0,0,1
Majin Bone,6.67,TV,52,5058,22,1,0,0,0,0,0,0,0,1,0,0
Shingeki no Bahamut: Genesis,7.67,TV,12,1107,24,0,1,0,0,0,0,0,0,0,0,0
Ushinawareta Mirai wo Motomete,6.76,TV,12,4653,23,1,0,0,0,0,0,1,0,0,0,0
Tesagure! Bukatsumono Encore,7.1,TV,12,3216,11,1,0,0,0,0,0,0,0,0,0,1
Love Live! School Idol Project Recap,6.99,Special,1,3680,40,1,0,0,0,0,0,0,0,0,0,0
Hanamonogatari,7.99,TV,5,552,25,0,1,0,0,0,0,1,0,0,0,0
Mangaka-san to Assistant-san to The Animation,7.18,TV,12,2857,13,1,0,0,0,0,1,0,0,0,0,0
The Disappearance of Conan Edogawa: The Worst Two Days in History,7.78,Special,1,872,NA,1,0,0,0,0,1,0,0,0,0,0
Tarepanda,6.51,OVA,1,12400,15,0,0,0,0,1,0,0,0,0,0,0
Chou Akuukan Bouheki Cheese Napolitan,5.3,ONA,1,10129,2,1,0,0,0,0,0,0,0,0,0,0
High Score Girl,7.88,TV,12,698,24,1,0,0,0,0,1,0,0,0,0,0
Sword Art Online: Sword Art Offline - Extra Edition,6.59,Special,1,5454,13,1,0,0,0,0,0,0,0,0,0,0
Sword Art Online II,6.79,TV,24,4467,23,1,0,0,0,0,0,1,0,0,0,0
Mushishi Zoku Shou,8.72,TV,10,42,24,1,0,0,0,0,1,0,0,0,0,0
Sore Ike! Anpanman: Anpanman no Jin-Jin-Jingle Bells,6.51,Special,1,12113,48,0,0,1,0,0,0,0,0,0,0,0
Sore Ike! Anpanman: Anpanman to Oyakusoku,6.51,OVA,2,12143,40,0,0,1,0,0,0,0,0,0,0,0
Ao Haru Ride,7.67,TV,12,1103,23,1,0,0,0,0,1,0,0,0,0,0
Duel Masters Victory V,5.95,TV,51,8377,10,1,0,0,0,0,0,0,0,0,0,1
Duel Masters Victory V3,5.88,TV,51,8597,24,1,0,0,0,0,0,0,0,0,0,1
Koukaku Kidoutai Nyuumon Arise,6.85,TV,26,4252,4,1,0,0,0,0,0,0,0,0,0,0
Samurai Gun Special,5.91,Special,1,8487,23,0,1,0,0,0,1,0,0,0,0,0
Fairy Tail (2014),7.73,TV,102,959,24,1,0,0,0,0,1,0,0,0,0,0
Gakkou no Kaidan (OVA),6.46,OVA,10,6116,10,1,0,0,0,0,0,0,0,0,0,0
Gakkou no Kaidan Recaps,6.03,Special,2,8118,25,1,0,0,0,0,0,0,0,0,0,1
"Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.",6.88,OVA,1,4117,23,1,0,0,0,0,1,0,0,0,0,0
T-Rex,6.51,TV,52,12315,25,0,0,0,0,1,0,0,0,0,0,0
Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,7.07,Special,1,3371,12,1,0,0,0,0,1,0,0,0,0,0
Magi: Sinbad no Bouken,7.85,OVA,5,745,24,1,0,0,0,0,1,0,0,0,0,0
Hero Bank,6.05,TV,51,8040,23,0,0,1,0,0,0,0,0,1,0,0
Soredemo Sekai wa Utsukushii,7.67,TV,12,1108,22,1,0,0,0,0,1,0,0,0,0,0
Kyoukaisenjou no Horizon: Kyokutou Naruhodo Kouza,6.24,ONA,4,7179,8,1,0,0,0,0,0,0,0,0,0,0
Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,6.82,OVA,1,4374,24,1,0,0,0,0,1,0,0,0,0,0
Inugami-san to Nekoyama-san,6.57,TV,12,5538,3,1,0,0,0,0,1,0,0,0,0,0
Kuroko no Basket: Mou Ikkai Yarimasen ka,7.66,Special,1,1132,24,1,0,0,0,0,1,0,0,0,0,0
Ping Pong the Animation,8.63,TV,11,59,23,1,0,0,0,0,1,0,0,0,0,0
Toukiden: The Age of Demons - Introduction,5.85,Special,1,8673,4,1,0,0,0,0,0,0,0,0,0,0
Kuroshitsuji: Book of Circus,8.13,TV,10,381,24,0,1,0,0,0,1,0,0,0,0,0
Amagi Brilliant Park,7.52,TV,13,1500,24,1,0,0,0,0,0,1,0,0,0,0
Futsuu no Joshikousei ga [Locodol] Yattemita.,6.9,TV,12,4023,24,1,0,0,0,0,1,0,0,0,0,0
Akame ga Kill!,7.53,TV,24,1483,23,0,1,0,0,0,1,0,0,0,0,0
Be Blues! Ao ni Nare,5.46,ONA,1,9787,NA,0,0,0,0,1,1,0,0,0,0,0
Pretty Rhythm: All Star Selection,6.36,TV,11,6613,23,0,0,1,0,0,0,0,0,1,0,0
Warera Salaryman Tou,6.51,TV,26,12791,4,0,0,0,0,1,0,0,0,0,0,0
Monoshiri Daigaku: Ashita no Calendar,5.77,TV,1274,8950,5,0,0,0,0,1,0,0,0,0,0,1
Momo Kyun Sword,5.59,TV,12,9442,24,0,0,0,1,0,0,1,0,0,0,0
Tenshi no Shippo Chu!: Tenshi no Utagoe,6.04,OVA,1,8041,25,1,0,0,0,0,0,0,0,0,0,0
Mahou no Yousei Persia Pilot,6.51,Special,1,15368,3,0,0,1,0,0,0,0,0,0,0,1
Ribbon no Kishi Pilot,6.51,Special,1,11702,28,0,0,0,0,1,0,0,0,0,0,0
Azumi Mamma★Mia,6.51,TV,60,13378,5,0,0,0,0,0,1,0,0,0,0,0
Free!: Eternal Summer,7.68,TV,13,1078,24,1,0,0,0,0,0,0,0,0,0,1
Aries: Shinwa no Seizakyuu,6.51,OVA,1,13330,45,1,0,0,0,0,0,0,0,0,0,0
Selector Infected WIXOSS,7.26,TV,12,2548,24,0,1,0,0,0,0,0,0,0,0,0
OL Kaizou Kouza,6.51,OVA,1,11336,NA,1,0,0,0,0,0,0,0,0,0,0
